Name,Year,Quarter,Cash and Due from Banks,Goodwill,Income Before Tax,Interest Income,Loans,Net Income,Net Interest Income,Net Loans,Non-Interest Income,Retained Earnings,Tax Expense,Total Assets,Total Liabilities,Total Stockholders Equity,Interest_Rate,Stock_Price
BANF,2018,Mar. 31,181.9,79.8,36.9,70.9,4984.5,29.6,63.0,4932.9,30.1,661.3,7.3,7615.6,6777.5,838.1,1.625,46.171
BANF,2018,Jun. 30,188.5,79.7,39.8,75.1,5007.5,30.6,64.9,4955.3,30.4,684.4,9.2,7623.0,6761.0,862.0,1.875,51.681
BANF,2018,Sep. 30,185.0,79.7,41.9,77.4,4947.5,32.9,65.7,4895.7,32.8,707.5,9.0,7602.4,6717.6,884.8,2.125,52.52
BANF,2018,Dec. 31,228.4,79.7,41.2,79.8,4976.0,32.7,66.9,4924.6,31.9,722.6,8.4,7574.3,6671.5,902.8,2.375,43.934
BANF,2019,Mar. 31,186.0,79.7,41.0,80.9,5042.5,31.8,66.9,4989.6,32.0,744.7,9.2,7709.0,6781.1,927.9,2.375,46.193
BANF,2019,Jun. 30,185.4,79.7,43.8,83.1,5094.4,34.2,68.8,5039.3,34.1,769.1,9.7,7642.0,6685.6,956.4,2.375,49.589
BANF,2019,Sep. 30,225.5,147.0,43.0,86.4,5606.8,33.4,72.3,5550.9,35.6,792.0,9.6,8388.8,7409.1,979.8,1.875,49.645
BANF,2019,Dec. 31,222.0,148.6,41.8,86.3,5662.1,69.6,73.9,5607.9,35.5,815.5,6.2,8565.8,7560.8,1005.0,1.625,56.257
BANF,2020,Mar. 31,192.0,149.9,28.2,84.0,5989.9,22.6,74.1,5919.8,35.1,826.9,5.6,8669.1,7645.7,1023.4,0.125,30.218
BANF,2020,Jun. 30,205.2,149.9,25.3,81.5,6675.0,20.7,77.2,6585.5,32.1,837.2,4.6,9612.5,8578.3,1034.2,0.125,37.093
BANF,2020,Sep. 30,226.1,149.9,25.6,79.2,6612.1,20.9,75.9,6506.0,34.6,846.9,4.7,9618.9,8575.1,1043.8,0.125,37.664
BANF,2020,Dec. 31,280.5,149.9,44.4,82.4,6394.5,35.4,79.5,6303.1,35.4,871.2,9.0,9212.4,8144.5,1067.9,0.125,54.582
BANF,2021,Mar. 31,274.1,149.9,52.2,80.0,6358.4,42.5,77.2,6267.5,39.9,898.0,9.7,10549.3,9454.6,1094.7,0.125,66.12
BANF,2021,Jun. 30,268.3,149.9,62.9,84.9,6191.2,48.2,82.4,6107.3,44.6,935.1,14.7,11015.3,9883.7,1131.6,0.125,58.677
BANF,2021,Sep. 30,274.1,149.9,48.3,83.2,6016.9,38.8,80.2,5930.5,39.8,950.6,9.5,11302.8,10155.9,1146.9,0.125,56.812
BANF,2021,Dec. 31,228.8,149.9,45.0,78.9,6169.4,38.1,75.9,6085.5,45.7,977.1,6.9,9405.6,8233.9,1171.7,0.125,67.078
BANF,2022,Mar. 31,274.9,176.6,43.7,78.5,6494.3,35.9,75.5,6407.1,43.6,1001.2,7.8,12624.4,11456.6,1167.8,0.375,79.507
BANF,2022,Jun. 30,289.0,183.6,55.2,91.5,6613.3,44.7,86.9,6526.3,42.6,1034.1,10.5,12530.1,11344.4,1185.7,1.625,91.841
BANF,2022,Sep. 30,227.0,182.1,68.3,114.0,6827.8,55.4,100.9,6737.9,49.3,1076.3,13.0,12452.4,11257.2,1195.1,3.125,86.175
BANF,2022,Dec. 31,259.0,182.1,70.2,135.8,6943.6,57.1,110.4,6850.8,48.2,1120.3,13.0,12387.9,11137.0,1250.8,4.375,85.304
BANF,2023,Mar. 31,212.8,182.1,74.3,145.4,7118.6,57.5,109.2,7023.8,47.8,1164.7,16.8,12332.1,11021.2,1310.9,4.875,80.757
BANF,2023,Jun. 30,221.1,182.1,70.0,150.8,7298.7,55.0,105.9,7201.8,48.0,1206.5,15.0,12020.3,10679.5,1340.8,5.125,89.835
BANF,2023,Sep. 30,202.7,182.3,65.2,160.2,7472.6,51.0,104.3,7374.8,44.4,1241.5,14.2,12114.6,10744.0,1370.6,5.375,85.07
BANF,2023,Dec. 31,225.5,182.3,60.4,167.5,7656.6,49.0,105.1,7559.8,45.2,1276.3,11.5,12372.0,10938.2,1433.9,5.375,95.943
BANF,2024,Mar. 31,183.5,182.3,64.2,171.6,7781.9,50.3,106.1,7684.6,44.9,1312.5,13.9,12602.4,11133.1,1469.3,5.375,87.15
BPOP,2018,Mar. 31,280.1,627.3,113.5,453.1,24224.8,91.3,393.0,23962.0,113.5,1261.8,22.2,45756.8,40691.9,5064.9,1.625,34.494
BPOP,2018,Jun. 30,400.6,627.3,251.2,480.9,24752.7,279.8,414.1,23965.5,234.8,1515.1,-28.6,47535.2,42245.5,5289.7,1.875,37.885
BPOP,2018,Sep. 30,400.9,687.5,182.7,528.4,26662.0,140.6,451.5,25878.5,151.0,1629.7,42.0,47919.4,42675.1,5244.3,2.125,42.946
BPOP,2018,Dec. 31,394.0,671.1,190.3,559.4,26663.7,106.5,476.3,25938.5,153.2,1651.7,84.0,47604.6,42169.5,5435.1,2.375,39.765
BPOP,2019,Mar. 31,376.6,671.1,218.1,558.0,26808.3,167.9,471.0,26097.1,136.4,1794.6,50.2,48680.6,43240.5,5440.1,2.375,44.098
BPOP,2019,Jun. 30,391.7,671.1,211.4,571.0,27171.5,171.1,476.3,26462.1,138.3,1935.8,40.3,50617.2,44897.4,5719.8,2.375,46.402
BPOP,2019,Sep. 30,502.1,671.1,206.7,572.0,27181.2,165.3,477.0,26495.6,142.7,2071.2,41.4,52480.4,46572.0,5908.4,1.875,46.266
BPOP,2019,Dec. 31,388.3,671.1,182.1,559.8,27587.9,166.8,467.4,26929.2,152.5,2147.9,15.3,52115.3,46098.5,6016.8,1.625,50.536
BPOP,2020,Mar. 31,445.6,671.1,37.4,550.4,27847.8,34.3,473.1,26742.6,126.6,1940.2,3.1,52803.6,47134.0,5669.6,0.125,30.273
BPOP,2020,Jun. 30,435.1,671.1,152.3,508.6,29250.1,127.6,450.9,28152.1,112.1,2033.8,24.6,62845.4,57065.2,5780.2,0.125,32.592
BPOP,2020,Sep. 30,565.2,671.1,209.6,513.2,29586.3,168.4,461.0,28466.7,128.8,2168.2,41.2,65910.4,59998.3,5912.1,0.125,32.128
BPOP,2020,Dec. 31,491.1,671.1,219.3,519.4,29588.4,176.3,471.6,28488.9,144.8,2260.9,43.0,65926.0,59897.3,6028.7,0.125,50.426
BPOP,2021,Mar. 31,495.9,671.1,339.5,523.5,29344.6,262.6,479.1,28330.8,153.7,2489.5,76.8,66870.3,60972.7,5897.6,0.125,63.445
BPOP,2021,Jun. 30,530.8,671.1,291.2,529.8,29286.2,218.1,487.8,28276.8,154.5,2670.9,73.1,72657.3,66842.7,5814.6,0.125,68.47
BPOP,2021,Sep. 30,539.0,671.1,331.7,530.2,29089.2,248.1,489.4,28136.8,169.3,2882.3,83.5,74189.2,68206.2,5983.0,0.125,70.86
BPOP,2021,Dec. 31,428.4,720.3,281.5,539.1,29506.2,206.1,501.3,28545.2,164.6,2973.7,75.6,75097.9,69128.5,5969.4,0.125,75.306
BPOP,2022,Mar. 31,439.1,720.3,262.2,529.7,29856.4,211.7,494.3,28910.4,154.7,3143.0,50.5,69525.1,64853.8,4671.2,0.375,75.467
BPOP,2022,Jun. 30,528.6,720.3,275.6,571.8,30643.4,211.4,533.9,29689.2,157.4,3312.0,64.2,71501.9,67208.6,4293.3,1.625,71.511
BPOP,2022,Sep. 30,2017.3,827.4,490.4,651.2,31805.9,422.4,579.6,30820.1,426.5,3694.0,68.0,70729.7,67054.8,3674.8,3.125,67.438
BPOP,2022,Dec. 31,469.5,827.4,206.8,713.2,32372.9,257.1,559.6,31357.5,158.5,3834.3,-50.4,67637.9,63544.5,4093.4,4.375,62.517
BPOP,2023,Mar. 31,462.0,827.4,205.3,739.0,32645.0,159.0,531.7,31649.3,162.0,3982.1,46.3,67675.8,63205.0,4470.7,4.875,54.564
BPOP,2023,Jun. 30,476.6,827.4,194.7,794.0,33355.0,151.2,531.7,32330.7,160.5,4093.3,43.5,70838.3,66273.3,4565.0,5.125,58.669
BPOP,2023,Sep. 30,535.3,804.4,182.5,844.8,34369.8,136.6,534.0,33318.2,159.5,4189.9,45.9,69736.9,65279.3,4457.6,5.375,61.083
BPOP,2023,Dec. 31,420.5,804.4,93.0,867.5,35420.9,94.5,534.1,34335.6,168.7,4194.9,-1.5,70758.2,65611.2,5147.0,5.375,80.236
BPOP,2024,Mar. 31,320.5,804.4,158.9,894.1,35486.2,103.3,550.7,34379.2,163.8,4253.0,55.6,70936.9,65759.6,5177.3,5.375,86.823
FCBC,2018,Mar. 31,32.6,95.8,11.4,24.3,1773.6,8.9,22.4,1767.7,6.7,178.2,2.6,2428.3,2086.3,342.0,1.625,23.568
FCBC,2018,Jun. 30,39.1,95.8,11.6,24.3,1779.4,9.1,22.3,1776.1,7.0,184.3,2.5,2348.1,2009.0,339.1,1.875,25.719
FCBC,2018,Sep. 30,44.7,94.3,10.2,24.3,1790.9,9.1,22.3,1772.7,6.5,189.9,1.1,2269.7,1931.3,338.4,2.125,27.527
FCBC,2018,Dec. 31,40.4,92.7,11.9,25.4,1775.1,9.2,23.8,1756.8,6.2,195.8,2.6,2244.4,1911.5,332.9,2.375,25.733
FCBC,2019,Mar. 31,36.6,92.7,12.3,23.6,1737.4,9.6,22.2,1719.1,8.1,202.1,2.6,2242.3,1909.2,333.1,2.375,27.256
FCBC,2019,Jun. 30,38.7,92.7,13.4,24.4,1720.9,10.5,23.0,1702.4,8.6,208.6,3.0,2212.0,1878.3,333.7,2.375,27.972
FCBC,2019,Sep. 30,48.2,92.7,11.7,23.6,1694.1,9.2,22.2,1675.6,7.6,213.9,2.6,2205.0,1867.7,337.4,1.875,27.025
FCBC,2019,Dec. 31,66.8,129.6,12.4,23.4,2114.5,9.5,22.1,2096.0,9.4,219.5,2.8,2798.8,2370.0,428.8,1.625,26.1
FCBC,2020,Mar. 31,82.1,129.6,10.1,29.5,2096.7,7.9,27.7,2075.6,7.5,222.8,2.2,2739.0,2327.4,411.6,0.125,19.767
FCBC,2020,Jun. 30,57.5,129.6,10.5,27.8,2136.8,8.2,26.3,2113.1,6.9,226.6,2.3,2949.1,2533.2,415.8,0.125,19.275
FCBC,2020,Sep. 30,49.9,129.6,10.6,28.0,2195.0,8.3,26.8,2167.7,7.6,230.5,2.3,2947.9,2528.0,419.9,0.125,15.692
FCBC,2020,Dec. 31,58.4,129.6,14.9,28.7,2186.6,11.5,27.8,2160.4,7.8,237.6,3.4,3011.1,2584.4,426.7,0.125,19.008
FCBC,2021,Mar. 31,54.9,129.6,19.0,27.2,2146.6,14.6,26.3,2112.1,7.6,241.9,4.4,3140.1,2714.1,426.0,0.125,26.704
FCBC,2021,Jun. 30,54.8,129.6,17.5,26.5,2153.7,13.4,25.8,2121.9,8.8,250.9,4.1,3129.3,2701.7,427.5,0.125,26.798
FCBC,2021,Sep. 30,49.4,129.6,16.4,25.8,2152.1,12.6,25.1,2122.2,8.7,258.9,3.8,3139.7,2712.3,427.4,0.125,28.729
FCBC,2021,Dec. 31,47.1,129.6,13.6,25.8,2165.6,10.6,25.3,2137.7,9.2,264.8,3.1,3194.5,2766.7,427.8,0.125,30.51
FCBC,2022,Mar. 31,50.5,129.6,12.4,25.6,2244.3,9.5,25.2,2215.3,9.2,269.8,2.9,3244.1,2820.0,424.2,0.375,25.987
FCBC,2022,Jun. 30,53.6,129.6,14.6,28.0,2299.8,11.2,27.5,2270.0,8.9,276.5,3.4,3258.4,2840.3,418.0,1.625,27.354
FCBC,2022,Sep. 30,54.8,129.6,17.5,29.7,2362.7,13.4,29.3,2333.3,9.9,285.1,4.1,3160.8,2748.5,412.3,3.125,30.065
FCBC,2022,Dec. 31,63.0,129.6,15.7,31.0,2400.2,12.6,30.7,2369.6,9.2,293.0,3.1,3135.6,2713.6,422.0,4.375,32.072
FCBC,2023,Mar. 31,62.3,129.6,15.4,30.2,2388.9,11.8,29.4,2358.1,8.6,300.0,3.7,3051.7,2619.9,431.7,4.875,23.911
FCBC,2023,Jun. 30,100.4,143.9,12.9,34.9,2621.1,9.8,32.9,2584.9,8.8,304.3,3.1,3391.4,2892.7,498.7,5.125,28.726
FCBC,2023,Sep. 30,71.7,143.9,18.9,36.1,2593.5,14.6,33.3,2557.4,9.6,313.5,4.3,3284.2,2788.6,495.7,5.375,28.702
FCBC,2023,Dec. 31,77.6,143.9,14.8,36.0,2572.3,11.8,32.1,2536.1,10.5,319.9,2.9,3268.5,2765.3,503.3,5.375,36.472
FCBC,2024,Mar. 31,67.1,143.9,16.5,36.0,2519.8,12.8,31.6,2484.4,9.3,327.4,3.6,3236.0,2729.0,506.9,5.375,34.348
FCNCA,2018,Mar. 31,248.1,150.6,131.5,292.6,23612.0,100.2,284.4,23388.9,122.7,2931.5,31.2,34436.4,31064.3,3372.1,1.625,404.512
FCNCA,2018,Jun. 30,260.5,208.2,122.7,303.9,24538.4,93.3,296.2,24313.6,100.9,3020.6,29.4,35088.6,31641.7,3446.9,1.875,395.09
FCNCA,2018,Sep. 30,262.5,208.2,133.5,315.7,24886.3,117.3,307.4,24667.2,94.5,3133.7,16.2,34954.7,31455.6,3499.0,2.125,443.429
FCNCA,2018,Dec. 31,327.4,236.3,115.9,333.6,25523.3,89.5,320.9,25299.6,82.0,3218.6,26.5,35408.6,31919.7,3489.0,2.375,369.951
FCNCA,2019,Mar. 31,268.6,236.3,144.7,336.9,25463.8,111.4,320.5,25235.0,103.7,3325.3,33.4,35961.7,32438.4,3523.3,2.375,399.947
FCNCA,2019,Jun. 30,284.1,296.8,155.6,350.7,26728.2,119.4,327.3,26501.7,106.9,3440.3,36.3,37655.1,34080.5,3574.6,2.375,442.664
FCNCA,2019,Sep. 30,288.9,296.8,160.2,362.3,27196.5,124.8,336.4,26969.7,100.9,3560.6,35.4,37748.3,34179.8,3568.5,1.875,464.016
FCNCA,2019,Dec. 31,376.7,349.4,131.5,354.1,28881.5,101.8,327.2,28656.4,104.4,3658.2,29.6,39824.5,36238.3,3586.2,1.625,524.146
FCNCA,2020,Mar. 31,454.2,350.1,74.1,369.6,29241.0,57.2,338.4,29031.7,64.0,3632.9,16.9,41594.5,37636.9,3957.5,0.125,328.073
FCNCA,2020,Jun. 30,389.2,350.3,190.6,363.3,32418.4,153.8,337.4,32196.0,165.4,3651.2,36.8,47866.2,43874.8,3991.4,0.125,399.662
FCNCA,2020,Sep. 30,352.4,350.3,178.5,374.3,32845.1,142.7,353.7,32621.2,120.6,3738.4,35.8,48666.9,44592.5,4074.4,0.125,314.89
FCNCA,2020,Dec. 31,362.0,350.3,174.7,376.8,32792.0,138.0,358.7,32567.7,126.8,3867.3,36.7,49957.7,45728.4,4229.3,0.125,567.884
FCNCA,2021,Mar. 31,410.5,350.3,191.0,355.0,33180.9,147.0,340.0,32970.2,137.0,4005.3,44.0,53908.6,49587.2,4321.4,0.125,827.119
FCNCA,2021,Jun. 30,395.4,350.3,198.6,361.8,32689.7,152.8,346.4,32500.6,134.2,4148.9,45.8,55175.3,50698.8,4476.5,0.125,825.058
FCNCA,2021,Sep. 30,337.4,350.3,158.0,363.0,32516.2,124.0,347.0,32333.0,124.0,4263.7,34.0,56902.0,52320.7,4581.3,0.125,835.888
FCNCA,2021,Dec. 31,338.0,346.0,153.4,371.2,32372.0,123.2,356.6,32194.0,112.8,4378.0,30.2,58309.0,53571.0,4738.0,0.125,823.128
FCNCA,2022,Mar. 31,523.0,346.0,225.0,710.0,65524.0,271.0,649.0,64676.0,850.0,4634.0,-46.0,108597.0,98027.0,10570.0,0.375,660.634
FCNCA,2022,Jun. 30,583.0,346.0,337.0,757.0,67735.0,255.0,700.0,66885.0,424.0,4865.0,82.0,107673.0,97031.0,10642.0,1.625,649.349
FCNCA,2022,Sep. 30,481.0,346.0,408.0,906.0,69790.0,315.0,795.0,68908.0,433.0,5160.0,93.0,109310.0,99477.0,9833.0,3.125,792.484
FCNCA,2022,Dec. 31,518.0,346.0,392.0,1040.0,70781.0,257.0,802.0,69859.0,429.0,5392.0,135.0,109298.0,99636.0,9662.0,4.375,754.368
FCNCA,2023,Mar. 31,1598.0,346.0,9471.0,1211.0,138288.0,9518.0,850.0,136683.0,10259.0,14885.0,-47.0,214658.0,195442.0,19216.0,4.875,968.96
FCNCA,2023,Jun. 30,917.0,346.0,896.0,2953.0,133015.0,682.0,1961.0,131378.0,658.0,15541.0,214.0,209502.0,189731.0,19771.0,5.125,1278.743
FCNCA,2023,Sep. 30,791.0,346.0,997.0,3110.0,133202.0,752.0,1990.0,131529.0,615.0,16267.0,245.0,213765.0,193376.0,20389.0,5.375,1375.78
FCNCA,2023,Dec. 31,908.0,346.0,713.0,3117.0,133302.0,514.0,1911.0,131555.0,543.0,16742.0,199.0,213758.0,192503.0,21255.0,5.375,1416.159
FCNCA,2024,Mar. 31,698.0,346.0,1004.0,3084.0,135370.0,731.0,1817.0,133633.0,627.0,17435.0,273.0,217836.0,195988.0,21848.0,5.375,1633.446
FITB,2018,Mar. 31,2038.0,2462.0,836.0,1206.0,91970.0,704.0,996.0,90832.0,909.0,15707.0,132.0,141500.0,125296.0,16204.0,1.625,24.809
FITB,2018,Jun. 30,2052.0,2462.0,748.0,1269.0,91932.0,602.0,1020.0,90855.0,743.0,16143.0,146.0,140695.0,124443.0,16252.0,1.875,22.541
FITB,2018,Sep. 30,2100.0,2462.0,512.0,1315.0,93443.0,433.0,1043.0,92352.0,563.0,16440.0,79.0,141685.0,125835.0,15850.0,2.125,22.065
FITB,2018,Dec. 31,2681.0,2478.0,669.0,1393.0,95265.0,454.0,1081.0,94162.0,575.0,16578.0,215.0,146069.0,129819.0,16250.0,2.375,18.714
FITB,2019,Mar. 31,2749.0,4321.0,996.0,1433.0,109842.0,775.0,1082.0,108727.0,1101.0,17184.0,221.0,167853.0,148009.0,19844.0,2.375,20.248
FITB,2019,Jun. 30,2764.0,4284.0,577.0,1636.0,109283.0,453.0,1245.0,108168.0,660.0,17431.0,124.0,168802.0,148131.0,20671.0,2.375,22.599
FITB,2019,Sep. 30,3261.0,4290.0,689.0,1625.0,109409.0,549.0,1242.0,108266.0,740.0,17786.0,140.0,171079.0,149675.0,21404.0,1.875,22.374
FITB,2019,Dec. 31,3278.0,4252.0,940.0,1560.0,109558.0,735.0,1228.0,108356.0,1035.0,18315.0,205.0,169369.0,148166.0,21203.0,1.625,25.342
FITB,2020,Mar. 31,3282.0,4261.0,60.0,1525.0,118037.0,46.0,1229.0,115689.0,671.0,17677.0,14.0,185391.0,163518.0,21873.0,0.125,12.338
FITB,2020,Jun. 30,3221.0,4261.0,244.0,1403.0,115053.0,195.0,1200.0,112357.0,650.0,17643.0,49.0,202906.0,180571.0,22335.0,0.125,16.275
