Name,Year,Quarter,Cash and Due from Banks,Goodwill,Income Before Tax,Interest Income,Loans,Net Income,Net Interest Income,Net Loans,Non-Interest Income,Retained Earnings,Tax Expense,Total Assets,Total Liabilities,Total Stockholders Equity,Interest_Rate,Stock_Price
MBWM,2019,Mar. 31,46.3,49.5,14.6,38.6,2799.6,11.8,30.6,2776.5,6.6,83.1,14.6,3551.8,3168.0,383.7,2.375,26.44
MBWM,2019,Jun. 30,57.7,49.5,14.5,39.8,2881.5,11.7,31.1,2857.4,6.3,90.6,14.5,3576.1,3176.0,400.1,2.375,26.531
MBWM,2019,Sep. 30,84.3,49.5,15.6,40.3,2933.0,12.6,31.6,2908.6,6.7,98.9,15.6,3710.4,3303.2,407.2,1.875,26.931
MBWM,2019,Dec. 31,53.3,49.5,15.8,39.6,2856.7,13.4,31.2,2832.8,7.4,107.8,15.8,3632.9,3216.4,416.6,1.625,30.212
MBWM,2020,Mar. 31,49.8,49.5,13.2,37.9,2901.5,10.7,30.3,2876.7,6.5,114.0,13.2,3657.4,3239.0,418.4,0.125,17.674
MBWM,2020,Jun. 30,84.5,49.5,10.7,37.2,3333.1,8.7,30.6,3300.8,11.0,118.2,10.7,4314.4,3889.2,425.2,0.125,19.049
MBWM,2020,Sep. 30,59.3,49.5,13.2,35.6,3350.5,10.7,29.5,3315.0,13.3,124.5,13.2,4420.6,3988.7,431.9,0.125,15.37
MBWM,2020,Dec. 31,62.8,49.5,17.7,37.6,3193.5,14.0,31.8,3155.5,14.4,134.0,17.7,4437.3,3995.8,441.6,0.125,23.475
MBWM,2021,Mar. 31,55.5,49.5,17.6,34.8,3364.4,14.2,29.5,3325.7,13.5,143.6,17.6,4710.4,4269.1,441.2,0.125,28.367
MBWM,2021,Jun. 30,75.9,49.5,22.3,35.8,3248.8,18.1,30.9,3212.9,14.6,157.2,22.3,4757.4,4305.5,451.9,0.125,26.632
MBWM,2021,Sep. 30,83.8,49.5,18.6,35.9,3313.7,15.1,31.1,3276.3,15.6,167.5,18.6,4964.4,4512.1,452.3,0.125,28.5
MBWM,2021,Dec. 31,59.4,49.5,15.2,37.0,3453.5,11.6,32.6,3418.1,12.5,174.5,15.2,5257.7,4801.2,456.6,0.125,31.471
MBWM,2022,Mar. 31,71.5,49.5,14.3,35.9,3555.8,11.5,30.9,3520.6,9.3,181.5,14.3,5175.9,4739.4,436.5,0.375,32.11
MBWM,2022,Jun. 30,89.2,49.5,14.6,39.5,3723.8,11.7,34.3,3687.8,7.7,188.5,14.6,5058.6,4629.6,429.0,1.625,29.206
MBWM,2022,Sep. 30,63.1,49.5,20.0,48.1,3881.0,16.0,42.4,3841.8,7.3,199.5,20.0,5016.9,4600.7,416.3,3.125,27.418
MBWM,2022,Dec. 31,61.9,49.5,26.9,58.3,3916.6,21.9,50.6,3874.4,7.8,216.3,26.9,4872.6,4431.2,441.4,4.375,31.199
MBWM,2023,Mar. 31,47.2,49.5,26.1,60.5,3965.5,21.0,48.4,3922.7,7.0,232.1,26.1,4895.9,4428.5,467.4,4.875,28.761
MBWM,2023,Jun. 30,69.1,49.5,25.4,65.9,4051.8,20.4,47.6,4007.1,7.6,247.3,25.4,5137.6,4658.9,478.7,5.125,26.226
MBWM,2023,Sep. 30,64.6,49.5,26.0,71.2,4104.4,20.9,49.0,4056.4,9.2,262.8,26.0,5251.0,4767.8,483.2,5.375,30.032
MBWM,2023,Dec. 31,70.4,49.5,25.2,73.8,4303.8,19.9,48.5,4253.8,8.3,277.5,25.2,5353.2,4831.1,522.1,5.375,39.617
MBWM,2024,Mar. 31,52.6,49.5,27.0,76.7,4322.0,21.6,47.4,4270.4,10.9,293.6,27.0,5466.0,4929.3,536.6,5.375,38.128
MCB,2018,Mar. 31,370.9,9.7,9.1,18.6,1526.2,9.1,16.5,1509.9,5.4,32.2,9.1,1968.9,1725.8,243.0,1.625,42.11
MCB,2018,Jun. 30,10.1,9.7,8.5,20.0,1599.6,8.5,17.4,1582.2,2.6,38.0,8.5,1924.5,1674.9,249.6,1.875,52.48
MCB,2018,Sep. 30,6.2,9.7,10.5,21.9,1698.9,10.5,18.4,1680.4,2.0,45.1,10.5,1930.7,1673.4,257.3,2.125,41.12
MCB,2018,Dec. 31,9.2,9.7,8.7,23.4,1865.2,8.7,18.9,1846.3,2.2,51.4,8.7,2182.6,1918.1,264.5,2.375,30.85
MCB,2019,Mar. 31,9.4,9.7,12.3,27.0,2102.4,12.3,20.9,2081.6,2.4,59.8,12.3,2545.2,2271.4,273.8,2.375,34.79
MCB,2019,Jun. 30,9.1,9.7,8.9,30.8,2335.6,8.9,22.9,2312.9,2.7,65.8,8.9,2960.6,2679.3,281.3,2.375,44.0
MCB,2019,Sep. 30,11.3,9.7,11.3,35.5,2496.7,11.3,26.1,2472.3,2.7,73.5,11.3,3243.2,2952.2,291.0,1.875,39.33
MCB,2019,Dec. 31,10.2,9.7,11.6,36.5,2672.9,11.6,27.7,2646.7,2.8,81.4,11.6,3357.6,3058.4,299.1,1.625,48.23
MCB,2020,Mar. 31,12.5,9.7,9.0,36.1,2766.1,9.0,29.0,2735.2,4.3,87.5,9.0,3612.0,3303.5,308.5,0.125,26.93
MCB,2020,Jun. 30,9.5,9.7,15.8,34.2,2892.3,15.8,30.2,2859.8,5.7,98.3,15.8,3970.4,3653.3,317.2,0.125,32.08
MCB,2020,Sep. 30,9.0,9.7,15.9,35.9,2989.6,15.9,32.3,2955.9,3.6,109.1,15.9,4001.8,3673.2,328.6,0.125,28.0
MCB,2020,Dec. 31,8.7,9.7,17.2,36.9,3137.1,17.2,33.4,3101.6,3.4,120.8,17.2,4330.8,3990.0,340.8,0.125,36.27
MCB,2021,Mar. 31,9.4,9.7,17.7,38.1,3237.7,17.7,34.4,3202.2,4.6,132.9,17.7,4922.8,4574.6,348.2,0.125,50.36
MCB,2021,Jun. 30,29.7,9.7,19.6,41.0,3449.5,19.6,37.0,3412.1,6.2,146.3,19.6,5787.2,5423.6,363.6,0.125,60.22
MCB,2021,Sep. 30,32.7,9.7,24.2,45.0,3603.3,24.2,40.8,3565.2,5.9,162.5,24.2,6141.3,5598.6,542.7,0.125,84.3
MCB,2021,Dec. 31,28.9,9.7,28.1,49.2,3731.9,28.1,44.8,3697.2,7.0,181.4,28.1,7116.4,6559.4,557.0,0.125,106.53
MCB,2022,Mar. 31,32.5,9.7,26.0,51.0,4121.4,26.0,46.6,4083.3,7.4,200.4,26.0,6626.9,6066.9,560.0,0.375,101.77
MCB,2022,Jun. 30,33.1,9.7,33.6,59.2,4375.2,33.6,55.3,4334.6,7.0,223.6,33.6,6867.0,6292.7,574.3,1.625,69.42
MCB,2022,Sep. 30,28.9,9.7,35.9,70.1,4617.3,35.9,63.3,4574.8,5.8,248.6,35.9,6422.1,5839.8,582.2,3.125,64.36
MCB,2022,Dec. 31,26.8,9.7,1.4,80.4,4840.5,1.4,64.0,4795.6,6.4,240.8,1.4,6267.3,5691.4,575.9,4.375,58.67
MCB,2023,Mar. 31,32.5,9.7,33.8,83.3,4851.7,33.8,58.5,4803.9,7.0,263.8,33.8,6310.0,5702.1,607.9,4.875,33.89
MCB,2023,Jun. 30,33.5,9.7,24.9,89.0,5149.5,24.9,53.8,5097.9,7.9,279.3,24.9,6522.1,5900.9,621.3,5.125,34.73
MCB,2023,Sep. 30,36.4,9.7,28.4,97.9,5354.4,28.4,53.6,5302.2,6.5,301.4,28.4,6683.4,6048.4,634.9,5.375,36.28
MCB,2023,Dec. 31,32.0,9.7,19.8,105.2,5624.8,19.8,56.9,5566.8,6.5,316.0,19.8,7067.7,6408.7,659.0,5.375,55.38
MCB,2024,Mar. 31,34.0,9.7,24.3,112.3,5719.2,24.3,59.7,5660.7,7.0,332.2,24.3,7453.4,6779.8,673.5,5.375,38.5
RBCAA,2018,Mar. 31,362.1,16.3,34.9,73.8,4052.5,27.5,67.7,4000.2,27.5,510.1,34.9,5078.3,4425.1,653.3,1.625,31.763
RBCAA,2018,Jun. 30,387.0,16.3,19.8,58.4,4196.0,15.7,51.1,4150.9,14.3,520.8,19.8,5265.9,4601.9,664.0,1.875,37.799
RBCAA,2018,Sep. 30,365.5,16.3,19.2,61.1,4136.2,17.4,53.0,4092.4,11.5,533.2,19.2,5222.4,4545.5,676.8,2.125,38.674
RBCAA,2018,Dec. 31,351.5,16.3,20.4,62.9,4148.2,17.3,54.3,4103.6,10.1,545.0,20.4,5240.4,4550.5,689.9,2.375,32.646
RBCAA,2019,Mar. 31,345.5,16.3,37.0,82.6,4298.7,29.5,72.3,4240.7,27.4,569.2,37.0,5365.8,4648.7,717.1,2.375,37.935
RBCAA,2019,Jun. 30,473.8,16.3,21.2,65.7,4410.7,18.0,53.9,4364.7,15.1,581.7,21.2,5723.1,4991.7,731.4,2.375,42.46
RBCAA,2019,Sep. 30,397.1,16.3,22.7,68.1,4664.1,18.4,55.5,4617.1,12.8,594.5,22.7,6103.6,5359.2,744.4,1.875,37.295
RBCAA,2019,Dec. 31,385.3,16.3,32.3,64.5,4433.2,25.8,54.4,4389.8,19.7,614.2,32.3,5620.3,4856.1,764.2,1.625,40.409
RBCAA,2020,Mar. 31,316.3,16.3,33.6,81.2,4515.6,26.7,72.7,4445.2,30.6,628.4,33.6,5722.0,4938.0,784.0,0.125,28.678
RBCAA,2020,Jun. 30,560.2,16.3,19.6,56.9,5065.1,15.8,51.8,5010.0,15.7,638.3,22.2,6460.6,5665.0,795.6,0.125,28.669
RBCAA,2020,Sep. 30,342.0,16.3,25.8,55.9,4994.4,20.4,52.0,4934.5,19.4,652.7,21.8,6240.4,5430.1,810.4,0.125,24.901
RBCAA,2020,Dec. 31,485.6,16.3,23.6,58.3,4813.1,20.3,55.8,4752.0,21.4,666.3,25.0,6168.3,5345.0,823.3,0.125,32.192
RBCAA,2021,Mar. 31,984.9,16.3,33.7,69.6,4666.6,26.1,67.8,4591.3,29.0,682.3,33.7,6476.5,5638.8,837.7,0.125,39.827
RBCAA,2021,Jun. 30,747.0,16.3,30.6,51.3,4554.2,23.9,49.6,4493.9,15.8,690.8,20.7,6183.3,5338.2,845.1,0.125,41.762
RBCAA,2021,Sep. 30,1011.2,16.3,26.2,53.7,4343.8,20.0,52.3,4280.8,18.0,687.9,24.2,6187.6,5349.0,838.7,0.125,46.147
RBCAA,2021,Dec. 31,757.0,16.3,19.8,51.7,4496.6,16.8,50.9,4432.0,24.1,687.7,31.7,6093.6,5259.4,834.2,0.125,46.608
RBCAA,2022,Mar. 31,1077.2,16.3,35.8,63.6,4390.2,27.9,62.6,4318.6,31.0,708.9,35.8,6349.9,5509.5,840.3,0.375,41.439
RBCAA,2022,Jun. 30,795.1,16.3,31.0,52.9,4362.2,24.3,51.8,4297.8,30.6,718.6,31.0,6112.5,5270.3,842.2,1.625,44.822
RBCAA,2022,Sep. 30,754.4,16.3,26.0,60.6,4289.4,19.9,58.6,4224.5,15.1,728.6,26.0,5999.7,5158.7,841.0,3.125,35.846
RBCAA,2022,Dec. 31,313.7,16.3,24.0,67.1,4515.8,19.0,63.7,4445.4,13.1,742.2,24.0,5835.5,4978.9,856.6,4.375,38.625
RBCAA,2023,Mar. 31,249.3,41.6,36.1,100.4,4774.2,28.1,92.6,4678.1,22.7,763.0,36.1,6074.1,5191.9,882.2,4.875,40.377
RBCAA,2023,Jun. 30,242.0,40.5,26.5,79.1,5053.1,21.1,64.5,4980.9,19.7,771.3,26.5,6369.8,5482.8,887.0,5.125,40.821
RBCAA,2023,Sep. 30,219.7,40.5,27.1,85.9,5081.1,21.6,64.8,5006.5,14.0,777.8,27.1,6386.5,5493.1,893.4,5.375,42.659
RBCAA,2023,Dec. 31,316.6,40.5,23.5,90.7,5239.9,19.6,66.9,5157.7,15.1,786.5,23.5,6594.9,5682.1,912.8,5.375,53.88
RBCAA,2024,Mar. 31,546.4,40.5,38.7,130.6,5224.3,30.6,96.9,5115.6,23.4,808.8,38.7,6875.6,5940.0,935.6,5.375,50.174
SSB,2018,Mar. 31,227.3,999.6,53.6,138.0,6762.5,42.3,129.0,6717.3,43.5,453.0,11.3,14689.1,12366.5,2322.6,1.625,73.075
SSB,2018,Jun. 30,250.1,1002.7,52.1,141.7,7197.5,40.5,129.6,7149.7,37.5,480.9,11.6,14566.5,12218.1,2348.4,1.875,74.173
SSB,2018,Sep. 30,234.0,1002.9,56.9,143.6,7606.4,47.1,128.3,7556.6,32.0,515.2,9.8,14522.2,12154.1,2368.1,2.125,70.816
SSB,2018,Dec. 31,251.4,1002.9,61.7,143.9,7933.3,49.0,126.3,7882.1,32.7,551.1,12.7,14676.3,12310.0,2366.3,2.375,52.038
SSB,2019,Mar. 31,225.9,1002.9,55.6,143.4,8310.6,44.4,123.3,8258.6,32.1,582.0,11.2,15406.9,13030.4,2376.5,2.375,59.66
SSB,2019,Jun. 30,251.6,1002.9,51.7,150.0,8621.3,41.5,127.2,8567.7,37.6,609.4,10.2,15683.3,13309.4,2374.0,2.375,64.66
SSB,2019,Sep. 30,258.4,1002.9,64.6,150.0,8928.5,51.6,127.4,8873.6,37.6,646.3,13.0,15752.1,13401.1,2351.0,1.875,66.472
SSB,2019,Dec. 31,262.0,1002.9,58.5,147.4,9252.8,49.0,126.4,9195.9,36.3,679.9,9.5,15921.1,13548.1,2373.0,1.625,77.009
SSB,2020,Mar. 31,259.8,1002.9,28.4,147.8,11506.9,24.1,128.0,11362.1,44.1,643.3,4.3,16642.9,14321.9,2321.0,0.125,52.439
SSB,2020,Jun. 30,380.7,1603.4,-109.7,180.6,25499.1,-84.9,162.6,25064.5,54.3,542.7,-24.7,37725.4,33233.5,4491.9,0.125,42.958
SSB,2020,Sep. 30,344.4,1566.5,118.5,295.3,25237.8,95.2,270.3,24797.7,114.8,604.6,23.2,37819.4,33256.0,4563.4,0.125,43.739
SSB,2020,Dec. 31,363.3,1563.9,66.8,286.3,24664.1,86.2,265.6,24206.8,97.9,657.5,-19.5,37789.9,33142.0,4647.9,0.125,66.125
SSB,2021,Mar. 31,392.6,1579.8,188.0,278.5,24491.5,146.9,262.0,24085.0,96.3,771.0,41.0,39730.3,35010.5,4719.8,0.125,72.229
SSB,2021,Jun. 30,529.4,1581.1,127.6,267.5,24033.1,99.0,253.1,23682.7,79.0,836.6,28.6,40375.9,35618.2,4757.6,0.125,75.631
SSB,2021,Sep. 30,597.3,1581.1,153.6,271.4,23788.9,122.8,260.0,23474.8,87.0,925.0,30.8,40903.7,36110.8,4792.9,0.125,69.546
SSB,2021,Dec. 31,476.7,1581.1,135.1,267.4,23928.2,106.8,258.1,23626.4,91.9,997.7,28.3,41960.0,37157.1,4802.9,0.125,75.055
SSB,2022,Mar. 31,588.4,1924.0,127.4,270.5,26556.4,100.3,261.5,26256.0,86.1,1064.1,27.1,46201.5,41027.1,5174.4,0.375,76.87
SSB,2022,Jun. 30,561.5,1922.5,152.1,326.3,27935.3,119.2,315.8,27615.6,86.8,1146.2,32.9,46207.4,41167.0,5040.4,1.625,73.168
SSB,2022,Sep. 30,394.8,1922.5,171.2,376.3,28836.3,133.0,362.3,28511.9,73.1,1241.4,38.0,45178.6,40257.4,4921.2,3.125,75.489
SSB,2022,Dec. 31,548.4,1923.1,182.7,423.9,30177.9,143.5,396.1,29821.4,63.2,1347.0,39.3,43918.7,38843.8,5074.9,4.375,73.265
SSB,2023,Mar. 31,558.2,1923.1,179.0,450.4,30696.1,139.9,381.3,30325.5,71.4,1448.6,39.1,44923.8,39674.8,5249.0,4.875,68.798
SSB,2023,Jun. 30,552.9,1923.1,157.9,478.1,31536.8,123.4,361.7,31109.4,77.2,1533.5,34.5,44940.3,39650.3,5290.0,5.125,64.037
SSB,2023,Sep. 30,514.9,1923.1,157.3,500.5,32016.7,124.1,355.4,31568.7,72.8,1618.1,33.2,44989.1,39758.1,5231.0,5.375,66.002
SSB,2023,Dec. 31,510.9,1923.1,136.7,515.4,32388.5,106.9,354.2,31931.9,65.5,1685.2,29.7,44902.0,39368.9,5533.1,5.375,83.365
SSB,2024,Mar. 31,478.3,1923.1,153.5,517.3,32667.3,115.1,343.9,32197.7,71.6,1749.2,38.5,45144.8,39597.8,5547.0,5.375,84.483
WABC,2018,Mar. 31,555.6,121.7,21.8,34.5,1228.6,17.5,34.0,1205.5,12.0,184.2,4.3,5551.0,4969.0,582.1,1.625,48.231
WABC,2018,Jun. 30,629.1,121.7,22.9,37.3,1200.2,18.0,35.1,1177.2,11.8,191.2,4.9,5577.8,4991.7,586.1,1.875,47.265
WABC,2018,Sep. 30,522.7,121.7,21.2,38.6,1197.0,17.0,35.7,1174.9,12.5,197.5,4.3,5529.5,4936.9,592.6,2.125,50.647
WABC,2018,Dec. 31,420.3,121.7,25.1,41.3,1207.2,19.1,45.0,1185.9,11.8,205.8,5.9,5568.5,4952.9,615.6,2.375,47.195
WABC,2019,Mar. 31,421.8,121.7,25.4,39.5,1204.8,19.6,39.0,1184.4,11.6,211.9,5.7,5556.0,4899.2,656.8,2.375,52.719
WABC,2019,Jun. 30,418.6,121.7,25.9,39.6,1161.7,19.6,39.1,1141.6,12.3,220.2,6.2,5523.4,4830.0,693.4,2.375,52.896
WABC,2019,Sep. 30,415.6,121.7,27.0,39.7,1133.2,20.4,39.2,1113.4,11.8,229.5,6.6,5616.1,4902.7,713.4,1.875,53.738
WABC,2019,Dec. 31,373.4,121.7,26.9,39.9,1126.7,20.8,39.5,1107.2,11.7,239.1,6.3,5619.6,4888.1,731.4,1.625,58.935
WABC,2020,Mar. 31,304.6,121.7,22.2,40.0,1121.2,17.0,35.2,1096.4,11.6,238.9,5.3,5628.1,4922.6,705.5,0.125,51.442
WABC,2020,Jun. 30,500.8,121.7,25.9,41.5,1316.4,19.6,41.1,1291.8,9.6,247.0,6.3,6463.9,5655.8,808.1,0.125,50.581
WABC,2020,Sep. 30,399.0,121.7,26.8,41.4,1310.0,20.1,40.9,1285.9,10.5,254.7,6.7,6563.2,5737.6,825.6,0.125,48.201
WABC,2020,Dec. 31,621.3,121.7,31.9,43.0,1256.2,23.7,42.5,1232.4,13.9,264.4,8.1,6747.9,5903.1,844.8,0.125,49.42
WABC,2021,Mar. 31,866.5,121.7,27.1,42.3,1293.8,20.1,41.8,1270.3,10.2,273.3,7.0,6912.5,6100.3,812.1,0.125,56.511
WABC,2021,Jun. 30,939.9,121.7,30.5,44.3,1194.8,22.6,43.8,1171.1,11.0,284.9,8.0,7147.8,6305.6,842.2,0.125,52.572
WABC,2021,Sep. 30,1011.0,121.7,29.9,43.8,1132.5,22.1,43.3,1108.6,11.3,296.0,7.8,7403.6,6565.6,838.0,0.125,51.342
WABC,2021,Dec. 31,1132.1,121.7,29.5,43.0,1068.1,21.7,42.6,1044.6,10.8,306.4,7.7,7461.0,6633.9,827.1,0.125,53.081
WABC,2022,Mar. 31,1037.6,121.7,30.0,43.8,1002.5,22.6,43.3,979.6,11.6,317.6,7.4,7306.4,6604.7,701.7,0.375,56.034
WABC,2022,Jun. 30,753.3,121.7,34.1,48.0,999.8,25.3,47.5,977.5,11.3,331.6,8.8,7222.4,6605.3,617.1,1.625,51.923
WABC,2022,Sep. 30,413.7,121.7,47.4,60.8,979.0,34.8,60.3,957.8,11.8,355.1,12.6,7177.0,6638.0,539.0,3.125,49.129
WABC,2022,Dec. 31,294.2,121.7,54.1,69.2,958.5,39.3,68.7,938.2,10.4,383.1,14.8,6950.3,6348.2,602.1,4.375,55.83
WABC,2023,Mar. 31,195.2,121.7,55.0,69.6,938.6,40.5,70.7,919.1,10.5,403.3,14.6,6700.5,6057.5,642.9,4.875,42.23
WABC,2023,Jun. 30,266.2,121.7,54.7,70.5,919.6,40.2,69.9,901.1,10.7,432.4,14.5,6582.7,5930.9,651.9,5.125,36.921
WABC,2023,Sep. 30,420.6,121.7,56.9,72.8,885.9,41.6,71.3,868.1,11.3,462.3,15.3,6567.3,5918.9,648.4,5.375,42.07
WABC,2023,Dec. 31,190.3,121.7,55.0,71.1,866.6,39.5,69.4,849.7,11.0,490.0,15.4,6364.6,5591.7,772.9,5.375,55.375
WABC,2024,Mar. 31,434.2,121.7,49.4,68.7,844.7,36.4,65.4,828.8,10.1,514.6,13.0,6464.7,5673.0,791.7,5.375,48.437
